"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"7418","West","Metropolitan",21,"Male","Not Married",39,"HighSchoolDiploma","Private",730.76
"7419","Northeast","Metropolitan",26,"Male","Not Married",43,"BachelorsDegree","Private",720
"7420","South","Metropolitan",57,"Male","Married",39,"HighSchoolDiploma","Private",764.8
"7421","Northeast","Metropolitan",50,"Male","Married",42,"AssocDegAcadem","Private",1153.84
"7422","West","Metropolitan",63,"Female","Married",40,"SomeCollegeButNoDegree","Private",730.76
"7423","West","Metropolitan",50,"Male","Married",34,"SeventhOrEighthGrade","Private",600
"7424","Midwest","Metropolitan",24,"Female","Not Married",43,"BachelorsDegree","Private",950
"7425","South","Not Metropolitan",52,"Female","Married",40,"SomeCollegeButNoDegree","Private",494
"7426","South","Metropolitan",39,"Female","Married",43,"BachelorsDegree","Private",1400
"7427","South","Metropolitan",28,"Male","Married",37,"EleventhGrade","Private",360
"7428","South","Metropolitan",46,"Female","Married",42,"AssocDegAcadem","Private",1346.15
"7429","Midwest","Not Metropolitan",59,"Female","Married",43,"BachelorsDegree","Private",1000
"7430","South","Metropolitan",51,"Male","Not Married",43,"BachelorsDegree","Private",440
"7431","West","Metropolitan",44,"Male","Married",44,"MastersDegree","Private",1730.76
"7432","South","Metropolitan",16,"Female","Not Married",36,"TenthGrade","Private",400
"7433","Midwest","Not Metropolitan",48,"Female","Married",39,"HighSchoolDiploma","Private",779
"7434","Northeast","Not Metropolitan",33,"Female","Married",39,"HighSchoolDiploma","Private",480.76
"7435","South","Metropolitan",20,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",380
"7436","South","Metropolitan",30,"Female","Married",43,"BachelorsDegree","Private",550
"7437","Northeast","Metropolitan",50,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",324
"7438","South","Metropolitan",39,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",923.07
"7439","Midwest","Metropolitan",30,"Female","Married",43,"BachelorsDegree","Private",1398.4
"7440","South","Metropolitan",50,"Female","Not Married",34,"SeventhOrEighthGrade","Private",360
"7441","South","Metropolitan",47,"Male","Married",44,"MastersDegree","Private",2403.84
"7442","South","Metropolitan",27,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",300
"7443","South","Metropolitan",43,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",646.15
"7444","South","Metropolitan",43,"Female","Married",42,"AssocDegAcadem","Private",720
"7445","West","Metropolitan",34,"Male","Married",44,"MastersDegree","Private",807
"7446","West","Metropolitan",46,"Female","Married",35,"NinthGrade","Private",560
"7447","West","Metropolitan",22,"Female","Married",42,"AssocDegAcadem","Private",520
"7448","South","Metropolitan",21,"Male","Not Married",39,"HighSchoolDiploma","Private",461
"7449","West","Not Metropolitan",47,"Female","Not Married",41,"AssocDegOccupVocat","Private",557.69
"7450","Northeast","Metropolitan",61,"Male","Married",43,"BachelorsDegree","Private",961
"7451","Northeast","Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","Private",440
"7452","South","Metropolitan",43,"Male","Not Married",46,"DoctorateDegree","Private",1865.38
"7453","West","Not Metropolitan",42,"Male","Married",42,"AssocDegAcadem","Private",1200
"7454","South","Metropolitan",53,"Male","Married",43,"BachelorsDegree","Private",769.23
"7455","West","Metropolitan",36,"Male","Married",41,"AssocDegOccupVocat","Private",784.61
"7456","West","Not Metropolitan",58,"Male","Married",43,"BachelorsDegree","Private",415.38
"7457","South","Metropolitan",46,"Female","Not Married",33,"FifthorSixthGrade","Private",536
"7458","West","Metropolitan",36,"Male","Married",39,"HighSchoolDiploma","Private",850
"7459","West","Metropolitan",32,"Female","Married",39,"HighSchoolDiploma","Private",450
"7460","West","Metropolitan",67,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",748.8
"7461","West","Not Metropolitan",45,"Female","Not Married",36,"TenthGrade","Private",1153
"7462","South","Not Metropolitan",41,"Male","Married",43,"BachelorsDegree","Private",1307
"7463","South","Metropolitan",44,"Male","Married",39,"HighSchoolDiploma","Private",640
"7464","Midwest","Not Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","Private",584
"7465","Midwest","Not Metropolitan",43,"Male","Not Married",37,"EleventhGrade","Private",440
"7466","South","Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","Private",410.4
"7467","Northeast","Metropolitan",52,"Female","Not Married",41,"AssocDegOccupVocat","Private",612.5
"7468","West","Metropolitan",32,"Female","Married",44,"MastersDegree","Private",1600
"7469","West","Metropolitan",25,"Female","Married",43,"BachelorsDegree","Private",865.38
"7470","West","Not Metropolitan",44,"Male","Married",45,"ProfSchoolDegree","Private",2096.15
"7471","Midwest","Metropolitan",32,"Male","Married",43,"BachelorsDegree","Private",400
"7472","South","Metropolitan",39,"Male","Married",39,"HighSchoolDiploma","Private",865
"7473","West","Metropolitan",28,"Male","Married",44,"MastersDegree","Private",2038.46
"7474","Northeast","Metropolitan",43,"Male","Married",43,"BachelorsDegree","Private",2884.61
"7475","South","Metropolitan",46,"Male","Not Married",36,"TenthGrade","Private",1128.8
"7476","South","Not Metropolitan",49,"Male","Married",39,"HighSchoolDiploma","Private",880
"7477","South","Metropolitan",47,"Male","Not Married",39,"HighSchoolDiploma","Private",1057.69
"7478","Midwest","Metropolitan",55,"Female","Married",40,"SomeCollegeButNoDegree","Private",720
"7479","West","Metropolitan",61,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",560
"7480","Midwest","Metropolitan",54,"Female","Married",39,"HighSchoolDiploma","Private",550
"7481","Midwest","Metropolitan",66,"Male","Not Married",43,"BachelorsDegree","Private",472
"7482","South","Metropolitan",19,"Female","Not Married",39,"HighSchoolDiploma","Private",300
"7483","Midwest","Metropolitan",28,"Male","Not Married",39,"HighSchoolDiploma","Private",1250
"7484","Midwest","Metropolitan",58,"Female","Not Married",39,"HighSchoolDiploma","Private",407
"7485","Midwest","Metropolitan",33,"Male","Not Married",39,"HighSchoolDiploma","Private",894.8
"7486","Midwest","Metropolitan",51,"Female","Married",43,"BachelorsDegree","Private",711.53
"7487","West","Not Metropolitan",37,"Female","Not Married",32,"FirstSecondThirdOrFourthGrade","Private",336
"7488","South","Metropolitan",32,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",540
"7489","West","Metropolitan",19,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",280
"7490","South","Metropolitan",37,"Male","Not Married",43,"BachelorsDegree","Private",730.76
"7491","Northeast","Metropolitan",40,"Male","Not Married",39,"HighSchoolDiploma","Private",400
"7492","Northeast","Metropolitan",40,"Male","Not Married",39,"HighSchoolDiploma","Private",1200
"7493","Midwest","Metropolitan",30,"Male","Not Married",43,"BachelorsDegree","Private",800
"7494","South","Not Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",516
"7495","West","Metropolitan",36,"Male","Married",43,"BachelorsDegree","Private",807.69
"7496","South","Metropolitan",28,"Male","Married",39,"HighSchoolDiploma","Private",769.23
"7497","South","Metropolitan",48,"Male","Married",43,"BachelorsDegree","Private",2884.61
"7498","West","Metropolitan",28,"Female","Not Married",39,"HighSchoolDiploma","Private",560
"7499","South","Metropolitan",52,"Male","Married",39,"HighSchoolDiploma","Private",1002.4
"7500","West","Metropolitan",56,"Female","Married",43,"BachelorsDegree","Private",2500
"7501","Midwest","Metropolitan",48,"Female","Married",39,"HighSchoolDiploma","Private",2000
"7502","Midwest","Not Metropolitan",39,"Male","Not Married",39,"HighSchoolDiploma","Private",350
"7503","Midwest","Not Metropolitan",19,"Female","Not Married",39,"HighSchoolDiploma","Private",433.6
"7504","West","Not Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",1100
"7505","West","Metropolitan",37,"Female","Not Married",39,"HighSchoolDiploma","Private",480.76
"7506","Midwest","Not Metropolitan",22,"Female","Not Married",42,"AssocDegAcadem","Private",300
"7507","South","Metropolitan",41,"Male","Not Married",41,"AssocDegOccupVocat","Private",550
"7508","Northeast","Metropolitan",43,"Male","Married",44,"MastersDegree","Private",2057.69
"7509","Northeast","Metropolitan",63,"Female","Not Married",39,"HighSchoolDiploma","Private",1277
"7510","Midwest","Metropolitan",33,"Male","Married",39,"HighSchoolDiploma","Private",1115.38
"7511","Northeast","Metropolitan",58,"Male","Married",43,"BachelorsDegree","Private",2692.3
"7512","South","Metropolitan",40,"Male","Married",46,"DoctorateDegree","Private",1538
"7513","West","Metropolitan",36,"Female","Married",41,"AssocDegOccupVocat","Private",500
"7514","South","Metropolitan",24,"Male","Not Married",32,"FirstSecondThirdOrFourthGrade","Private",350
"7515","Northeast","Metropolitan",46,"Female","Married",43,"BachelorsDegree","Private",600
"7516","South","Metropolitan",66,"Male","Married",40,"SomeCollegeButNoDegree","Private",460
"7517","South","Metropolitan",24,"Female","Not Married",44,"MastersDegree","Private",692.3
"7518","Northeast","Not Metropolitan",64,"Male","Not Married",44,"MastersDegree","Private",540
"7519","South","Metropolitan",55,"Male","Married",41,"AssocDegOccupVocat","Private",673
"7520","Northeast","Metropolitan",29,"Female","Married",43,"BachelorsDegree","Private",840
"7521","Northeast","Metropolitan",32,"Female","Married",43,"BachelorsDegree","Private",481.25
"7522","Midwest","Metropolitan",42,"Male","Married",39,"HighSchoolDiploma","Private",1576.73
"7523","Midwest","Not Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","Private",1368
"7524","Midwest","Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","Private",1346.15
"7525","Midwest","Metropolitan",50,"Male","Married",40,"SomeCollegeButNoDegree","Private",1057.69
"7526","South","Not Metropolitan",28,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",345
"7527","Northeast","Metropolitan",49,"Female","Not Married",32,"FirstSecondThirdOrFourthGrade","Private",307.8
"7528","Midwest","Metropolitan",42,"Male","Not Married",42,"AssocDegAcadem","Private",961.53
"7529","South","Metropolitan",28,"Female","Married",39,"HighSchoolDiploma","Private",692.3
"7530","Northeast","Metropolitan",43,"Female","Married",44,"MastersDegree","Private",2884.61
"7531","West","Metropolitan",37,"Male","Married",43,"BachelorsDegree","Private",596.15
"7532","West","Metropolitan",33,"Male","Married",40,"SomeCollegeButNoDegree","Private",1288.46
"7533","Midwest","Metropolitan",24,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",400
"7534","West","Metropolitan",59,"Male","Married",43,"BachelorsDegree","Private",2307.69
"7535","West","Metropolitan",49,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",961.53
"7536","Northeast","Metropolitan",53,"Female","Not Married",43,"BachelorsDegree","Private",769.23
"7537","Northeast","Metropolitan",48,"Female","Married",43,"BachelorsDegree","Private",1538
"7538","Northeast","Metropolitan",62,"Male","Married",42,"AssocDegAcadem","Private",1115.38
"7539","West","Metropolitan",57,"Male","Not Married",43,"BachelorsDegree","Private",2692.3
"7540","Northeast","Metropolitan",34,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",340
"7541","West","Not Metropolitan",32,"Male","Not Married",42,"AssocDegAcadem","Private",769
"7542","South","Not Metropolitan",35,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1008.4
"7543","South","Metropolitan",44,"Male","Not Married",43,"BachelorsDegree","Private",692
"7544","South","Not Metropolitan",29,"Male","Not Married",39,"HighSchoolDiploma","Private",1000
"7545","West","Not Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",2884.61
"7546","Northeast","Metropolitan",34,"Male","Married",44,"MastersDegree","Private",760
"7547","West","Metropolitan",46,"Female","Married",45,"ProfSchoolDegree","Private",2884.61
"7548","Northeast","Metropolitan",61,"Male","Married",46,"DoctorateDegree","Private",2019
"7549","South","Metropolitan",35,"Female","Married",40,"SomeCollegeButNoDegree","Private",384.61
"7550","Northeast","Not Metropolitan",30,"Male","Not Married",41,"AssocDegOccupVocat","Private",769.23
"7551","Midwest","Not Metropolitan",38,"Male","Married",39,"HighSchoolDiploma","Private",1100
"7552","West","Not Metropolitan",47,"Male","Married",35,"NinthGrade","Private",382.5
"7553","South","Metropolitan",47,"Female","Married",44,"MastersDegree","Private",1826.92
"7554","Midwest","Metropolitan",48,"Female","Married",40,"SomeCollegeButNoDegree","Private",819.28
"7555","West","Metropolitan",57,"Male","Not Married",43,"BachelorsDegree","Private",1730.76
"7556","Northeast","Metropolitan",30,"Male","Not Married",43,"BachelorsDegree","Private",520
"7557","West","Not Metropolitan",30,"Male","Married",39,"HighSchoolDiploma","Private",1015.38
"7558","West","Metropolitan",30,"Male","Married",43,"BachelorsDegree","Private",480
"7559","Midwest","Metropolitan",43,"Male","Not Married",44,"MastersDegree","Private",1625
"7560","Northeast","Metropolitan",58,"Male","Married",40,"SomeCollegeButNoDegree","Private",1173.07
"7561","South","Not Metropolitan",46,"Female","Married",40,"SomeCollegeButNoDegree","Private",346.15
"7562","West","Not Metropolitan",60,"Male","Married",42,"AssocDegAcadem","Private",1230.76
"7563","South","Metropolitan",32,"Male","Married",39,"HighSchoolDiploma","Private",1400
"7564","Northeast","Not Metropolitan",64,"Male","Married",39,"HighSchoolDiploma","Private",865.38
"7565","West","Metropolitan",58,"Female","Not Married",45,"ProfSchoolDegree","Private",1560
"7566","Midwest","Not Metropolitan",22,"Male","Not Married",39,"HighSchoolDiploma","Private",600
"7567","Midwest","Metropolitan",43,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",646.15
"7568","South","Metropolitan",39,"Male","Married",40,"SomeCollegeButNoDegree","Private",1538.46
"7569","Midwest","Metropolitan",50,"Male","Married",41,"AssocDegOccupVocat","Private",1212
"7570","Midwest","Not Metropolitan",34,"Female","Married",42,"AssocDegAcadem","Private",1634.61
"7571","Midwest","Metropolitan",30,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",300
"7572","Northeast","Metropolitan",59,"Female","Married",42,"AssocDegAcadem","Private",1160
"7573","South","Metropolitan",56,"Female","Married",43,"BachelorsDegree","Private",1153.84
"7574","West","Not Metropolitan",64,"Female","Not Married",43,"BachelorsDegree","Private",1064.36
"7575","South","Metropolitan",56,"Male","Not Married",39,"HighSchoolDiploma","Private",961
"7576","Northeast","Metropolitan",36,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1115
"7577","Midwest","Metropolitan",54,"Male","Not Married",39,"HighSchoolDiploma","Private",300
"7578","South","Not Metropolitan",51,"Male","Married",39,"HighSchoolDiploma","Private",1153
"7579","Northeast","Metropolitan",37,"Male","Not Married",41,"AssocDegOccupVocat","Private",700
"7580","Midwest","Metropolitan",61,"Male","Not Married",43,"BachelorsDegree","Private",715.2
"7581","South","Not Metropolitan",53,"Female","Married",39,"HighSchoolDiploma","Private",412
"7582","South","Metropolitan",68,"Female","Not Married",39,"HighSchoolDiploma","Private",200
"7583","Midwest","Metropolitan",28,"Male","Married",40,"SomeCollegeButNoDegree","Private",472.8
"7584","West","Not Metropolitan",53,"Male","Married",31,"LessThanFirstGrade","Private",340
