"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"22038","Midwest","NotMetropolitanArea",40,8,"NotBlack",464.46
"22039","Midwest","MetropolitanArea",5,16,"NotBlack",603.57
"22040","West","MetropolitanArea",15,6,"NotBlack",344.25
"22041","South","MetropolitanArea",10,16,"NotBlack",1804.37
"22042","Northeast","MetropolitanArea",14,18,"NotBlack",968.33
"22043","South","MetropolitanArea",5,12,"NotBlack",284.9
"22044","Midwest","MetropolitanArea",18,14,"NotBlack",650.05
"22045","West","NotMetropolitanArea",26,13,"NotBlack",1246.44
"22046","Northeast","NotMetropolitanArea",5,14,"NotBlack",474.83
"22047","Northeast","MetropolitanArea",24,16,"NotBlack",546.06
"22048","South","MetropolitanArea",10,16,"NotBlack",712.25
"22049","South","NotMetropolitanArea",31,16,"NotBlack",1025.19
"22050","South","MetropolitanArea",9,14,"NotBlack",237.42
"22051","West","MetropolitanArea",16,13,"NotBlack",477.21
"22052","South","MetropolitanArea",20,6,"NotBlack",160.18
"22053","Midwest","MetropolitanArea",11,17,"NotBlack",218.42
"22054","West","MetropolitanArea",8,16,"NotBlack",323.34
"22055","South","NotMetropolitanArea",36,13,"NotBlack",1780.63
"22056","South","MetropolitanArea",10,12,"Black",249.29
"22057","Midwest","MetropolitanArea",10,16,"NotBlack",617.28
"22058","Midwest","MetropolitanArea",13,13,"NotBlack",593.54
"22059","Midwest","NotMetropolitanArea",37,12,"NotBlack",505.7
"22060","South","MetropolitanArea",6,17,"NotBlack",759.73
"22061","South","MetropolitanArea",19,16,"NotBlack",1139.6
"22062","South","MetropolitanArea",9,11,"NotBlack",261.16
"22063","Northeast","MetropolitanArea",11,10,"NotBlack",379.87
"22064","South","MetropolitanArea",3,12,"NotBlack",267.49
"22065","West","MetropolitanArea",11,18,"NotBlack",493.83
"22066","West","MetropolitanArea",1,12,"NotBlack",224.56
"22067","Northeast","NotMetropolitanArea",51,12,"NotBlack",1577.64
"22068","South","MetropolitanArea",33,11,"NotBlack",534.19
"22069","West","MetropolitanArea",5,14,"Black",320.99
"22070","Northeast","MetropolitanArea",43,10,"NotBlack",621.46
"22071","South","MetropolitanArea",15,9,"NotBlack",567.23
"22072","West","MetropolitanArea",11,12,"NotBlack",308.64
"22073","South","NotMetropolitanArea",42,8,"NotBlack",539.2
"22074","Midwest","MetropolitanArea",24,15,"NotBlack",878.44
"22075","South","NotMetropolitanArea",8,11,"NotBlack",356.13
"22076","Northeast","NotMetropolitanArea",12,12,"NotBlack",467.71
"22077","West","NotMetropolitanArea",23,12,"NotBlack",1068.38
"22078","South","MetropolitanArea",20,13,"NotBlack",1151.47
"22079","South","MetropolitanArea",34,13,"NotBlack",230.29
"22080","West","MetropolitanArea",21,12,"Black",688.51
"22081","West","MetropolitanArea",36,17,"NotBlack",911.89
"22082","South","MetropolitanArea",11,18,"NotBlack",2374.15
"22083","West","NotMetropolitanArea",11,12,"NotBlack",258.62
"22084","Midwest","MetropolitanArea",37,16,"NotBlack",1377.02
"22085","West","MetropolitanArea",10,12,"NotBlack",308.64
"22086","Northeast","MetropolitanArea",47,14,"Black",451.09
"22087","West","NotMetropolitanArea",29,12,"NotBlack",308.64
"22088","South","NotMetropolitanArea",20,12,"Black",546.06
"22089","South","MetropolitanArea",18,16,"NotBlack",1187.08
"22090","South","MetropolitanArea",12,15,"NotBlack",1139.6
"22091","Midwest","MetropolitanArea",21,12,"NotBlack",854.7
"22092","Northeast","MetropolitanArea",26,12,"NotBlack",712.25
"22093","West","MetropolitanArea",6,14,"Black",166.19
"22094","West","MetropolitanArea",6,16,"NotBlack",997.15
"22095","West","MetropolitanArea",19,17,"NotBlack",1187.08
"22096","West","NotMetropolitanArea",28,13,"NotBlack",854.7
"22097","Midwest","MetropolitanArea",1,13,"NotBlack",271.6
"22098","South","MetropolitanArea",1,14,"Black",104.46
"22099","Midwest","MetropolitanArea",23,17,"NotBlack",949.67
"22100","South","MetropolitanArea",15,17,"NotBlack",3086.39
"22101","Northeast","MetropolitanArea",18,12,"Black",427.35
"22102","Midwest","MetropolitanArea",16,12,"NotBlack",916.64
"22103","South","MetropolitanArea",5,12,"NotBlack",440.92
"22104","South","NotMetropolitanArea",22,12,"NotBlack",209.9
"22105","South","NotMetropolitanArea",24,4,"Black",372.84
"22106","Northeast","NotMetropolitanArea",0,12,"NotBlack",378.09
"22107","South","MetropolitanArea",19,12,"NotBlack",617.28
"22108","Northeast","MetropolitanArea",29,12,"NotBlack",1044.63
"22109","Northeast","MetropolitanArea",19,11,"NotBlack",166.19
"22110","West","MetropolitanArea",22,16,"NotBlack",783.48
"22111","Midwest","NotMetropolitanArea",7,13,"NotBlack",1044.63
"22112","West","NotMetropolitanArea",39,12,"NotBlack",222.7
"22113","South","MetropolitanArea",30,8,"NotBlack",213.68
"22114","South","MetropolitanArea",0,16,"NotBlack",308.64
"22115","West","MetropolitanArea",6,14,"NotBlack",411.52
"22116","Northeast","NotMetropolitanArea",3,13,"NotBlack",268.28
"22117","Midwest","NotMetropolitanArea",5,12,"NotBlack",617.28
"22118","Northeast","MetropolitanArea",16,13,"Black",197.53
"22119","South","MetropolitanArea",47,4,"NotBlack",379.87
"22120","South","NotMetropolitanArea",9,12,"NotBlack",593.54
"22121","Northeast","MetropolitanArea",36,16,"NotBlack",474.83
"22122","Northeast","MetropolitanArea",10,18,"NotBlack",1163.34
"22123","Midwest","NotMetropolitanArea",19,12,"NotBlack",1187.08
"22124","West","MetropolitanArea",19,18,"NotBlack",1424.5
"22125","South","MetropolitanArea",15,14,"NotBlack",1068.38
"22126","Northeast","NotMetropolitanArea",24,14,"NotBlack",878.44
"22127","West","MetropolitanArea",17,16,"NotBlack",1087.6
"22128","West","MetropolitanArea",16,18,"NotBlack",546.06
"22129","South","MetropolitanArea",13,12,"NotBlack",854.7
"22130","South","MetropolitanArea",7,16,"NotBlack",902.18
"22131","Midwest","MetropolitanArea",36,14,"NotBlack",474.83
"22132","South","NotMetropolitanArea",23,12,"NotBlack",177.78
"22133","West","MetropolitanArea",34,16,"NotBlack",740.74
"22134","Midwest","NotMetropolitanArea",15,12,"NotBlack",508.17
"22135","West","MetropolitanArea",7,16,"NotBlack",427.35
"22136","West","MetropolitanArea",15,12,"Black",1068.38
"22137","Northeast","MetropolitanArea",5,12,"NotBlack",344.25
"22138","South","MetropolitanArea",11,16,"NotBlack",297.33
"22139","Midwest","MetropolitanArea",16,14,"NotBlack",522.32
"22140","South","MetropolitanArea",16,10,"NotBlack",213.68
"22141","West","MetropolitanArea",15,16,"NotBlack",712.25
"22142","South","MetropolitanArea",24,16,"NotBlack",1219.18
"22143","Northeast","MetropolitanArea",12,12,"NotBlack",356.13
"22144","South","MetropolitanArea",2,16,"NotBlack",470.31
"22145","West","MetropolitanArea",0,12,"Black",137.17
"22146","Midwest","MetropolitanArea",13,14,"NotBlack",783.48
"22147","West","MetropolitanArea",23,13,"NotBlack",1032.76
"22148","South","MetropolitanArea",21,14,"NotBlack",1543.21
"22149","South","MetropolitanArea",53,5,"NotBlack",522.32
"22150","Northeast","NotMetropolitanArea",41,6,"NotBlack",427.35
"22151","Northeast","MetropolitanArea",11,16,"NotBlack",1661.92
"22152","Northeast","NotMetropolitanArea",22,15,"NotBlack",883.19
"22153","Northeast","NotMetropolitanArea",6,12,"NotBlack",474.83
"22154","South","MetropolitanArea",15,17,"NotBlack",664.77
"22155","Midwest","MetropolitanArea",25,12,"Black",688.51
"22156","Midwest","MetropolitanArea",9,14,"NotBlack",474.83
"22157","South","MetropolitanArea",1,13,"NotBlack",251.66
"22158","South","MetropolitanArea",11,1,"NotBlack",246.91
"22159","Midwest","MetropolitanArea",12,14,"NotBlack",617.28
"22160","West","NotMetropolitanArea",19,12,"NotBlack",679.01
"22161","West","MetropolitanArea",46,14,"NotBlack",941.36
"22162","Northeast","MetropolitanArea",30,0,"NotBlack",123.46
"22163","Midwest","MetropolitanArea",37,10,"NotBlack",973.41
"22164","Northeast","MetropolitanArea",51,12,"NotBlack",435.51
"22165","Northeast","MetropolitanArea",34,8,"Black",261.16
"22166","Midwest","MetropolitanArea",46,11,"NotBlack",759.73
"22167","Northeast","MetropolitanArea",3,12,"NotBlack",308.64
"22168","Northeast","MetropolitanArea",10,12,"NotBlack",629.39
"22169","Midwest","MetropolitanArea",19,14,"NotBlack",569.8
"22170","Midwest","MetropolitanArea",31,13,"NotBlack",753.94
"22171","West","MetropolitanArea",12,12,"NotBlack",512.82
"22172","Midwest","NotMetropolitanArea",22,16,"NotBlack",1068.38
"22173","Northeast","NotMetropolitanArea",23,12,"NotBlack",641.03
"22174","Northeast","MetropolitanArea",19,12,"NotBlack",643
"22175","West","MetropolitanArea",11,18,"NotBlack",411.52
"22176","West","MetropolitanArea",28,12,"NotBlack",301.52
"22177","Northeast","MetropolitanArea",24,11,"NotBlack",493.83
"22178","Northeast","NotMetropolitanArea",16,12,"NotBlack",493.83
"22179","West","MetropolitanArea",14,15,"NotBlack",353.75
"22180","West","MetropolitanArea",49,12,"NotBlack",830.96
"22181","South","MetropolitanArea",5,16,"NotBlack",949.67
"22182","Northeast","MetropolitanArea",40,17,"NotBlack",1068.38
"22183","Midwest","MetropolitanArea",47,6,"NotBlack",197.53
"22184","Northeast","MetropolitanArea",16,16,"NotBlack",1020.89
"22185","Northeast","MetropolitanArea",27,12,"NotBlack",854.7
"22186","Northeast","MetropolitanArea",15,12,"NotBlack",759.73
"22187","South","MetropolitanArea",4,14,"Black",92.59
"22188","South","NotMetropolitanArea",20,12,"NotBlack",213.68
"22189","South","NotMetropolitanArea",10,9,"NotBlack",94.97
"22190","Midwest","MetropolitanArea",5,16,"NotBlack",676.64
"22191","South","NotMetropolitanArea",20,12,"NotBlack",467.71
"22192","West","NotMetropolitanArea",27,11,"NotBlack",555.56
"22193","Northeast","MetropolitanArea",9,14,"NotBlack",1234.57
"22194","South","MetropolitanArea",26,14,"NotBlack",379.87
"22195","Midwest","MetropolitanArea",8,16,"NotBlack",878.44
"22196","South","MetropolitanArea",34,14,"Black",260.02
"22197","Northeast","NotMetropolitanArea",12,18,"NotBlack",783.48
"22198","Northeast","MetropolitanArea",13,12,"NotBlack",854.7
"22199","Midwest","MetropolitanArea",18,12,"Black",569.8
"22200","West","MetropolitanArea",3,12,"NotBlack",492.64
"22201","Midwest","MetropolitanArea",7,16,"NotBlack",446.65
"22202","Midwest","MetropolitanArea",10,12,"NotBlack",664.77
"22203","South","MetropolitanArea",16,12,"NotBlack",887.94
"22204","South","MetropolitanArea",46,12,"NotBlack",356.13
"22205","Midwest","NotMetropolitanArea",0,16,"NotBlack",333.33
"22206","Midwest","MetropolitanArea",35,8,"NotBlack",394.01
"22207","Northeast","MetropolitanArea",16,12,"NotBlack",546.06
"22208","Northeast","MetropolitanArea",33,12,"NotBlack",427.35
"22209","Northeast","MetropolitanArea",11,16,"NotBlack",759.73
"22210","South","MetropolitanArea",7,12,"NotBlack",339.51
"22211","South","MetropolitanArea",13,11,"NotBlack",474.83
"22212","Northeast","MetropolitanArea",6,16,"NotBlack",593.54
"22213","Northeast","MetropolitanArea",6,18,"NotBlack",1258.31
"22214","West","MetropolitanArea",35,5,"NotBlack",185.19
"22215","West","MetropolitanArea",3,16,"NotBlack",807.22
"22216","Midwest","NotMetropolitanArea",20,13,"NotBlack",498.58
"22217","West","MetropolitanArea",3,13,"NotBlack",320.51
"22218","South","MetropolitanArea",2,14,"NotBlack",166.19
"22219","Northeast","MetropolitanArea",13,14,"NotBlack",641.03
"22220","South","MetropolitanArea",31,12,"NotBlack",304.94
"22221","West","NotMetropolitanArea",1,16,"NotBlack",229.69
"22222","Midwest","NotMetropolitanArea",21,9,"NotBlack",522.32
"22223","South","MetropolitanArea",20,18,"NotBlack",1141.98
"22224","Midwest","NotMetropolitanArea",10,12,"NotBlack",349
"22225","Northeast","MetropolitanArea",6,16,"NotBlack",420.23
"22226","Midwest","NotMetropolitanArea",22,13,"NotBlack",1305.79
"22227","South","MetropolitanArea",29,15,"Black",949.67
"22228","Northeast","MetropolitanArea",6,12,"NotBlack",166.19
"22229","Midwest","MetropolitanArea",14,15,"NotBlack",427.35
"22230","South","NotMetropolitanArea",17,12,"NotBlack",444.44
"22231","South","NotMetropolitanArea",22,9,"NotBlack",296.3
"22232","South","MetropolitanArea",18,14,"NotBlack",546.06
"22233","Midwest","MetropolitanArea",21,14,"NotBlack",1234.57
"22234","Northeast","MetropolitanArea",4,16,"NotBlack",854.7
"22235","Midwest","MetropolitanArea",13,14,"NotBlack",765.43
"22236","South","MetropolitanArea",17,12,"NotBlack",720.16
"22237","Northeast","MetropolitanArea",20,12,"NotBlack",902.18
"22238","South","MetropolitanArea",9,13,"Black",439.22
"22239","South","MetropolitanArea",18,14,"NotBlack",403.61
"22240","South","MetropolitanArea",17,12,"NotBlack",593.54
"22241","Midwest","MetropolitanArea",12,11,"NotBlack",403.61
"22242","Midwest","MetropolitanArea",5,12,"NotBlack",432.1
"22243","West","MetropolitanArea",12,16,"NotBlack",830.96
"22244","West","MetropolitanArea",51,13,"NotBlack",386.01
"22245","West","MetropolitanArea",2,10,"NotBlack",138.57
"22246","West","MetropolitanArea",22,16,"NotBlack",949.67
"22247","South","NotMetropolitanArea",8,12,"NotBlack",486.7
"22248","South","NotMetropolitanArea",55,2,"Black",197.53
"22249","South","MetropolitanArea",20,18,"NotBlack",1424.5
"22250","Midwest","MetropolitanArea",31,12,"NotBlack",593.54
"22251","Midwest","NotMetropolitanArea",24,12,"NotBlack",229.17
"22252","Northeast","MetropolitanArea",16,14,"NotBlack",700.38
"22253","Midwest","MetropolitanArea",12,12,"NotBlack",997.15
"22254","West","MetropolitanArea",9,12,"NotBlack",498.58
"22255","Northeast","MetropolitanArea",2,17,"NotBlack",605.41
"22256","South","MetropolitanArea",9,12,"NotBlack",474.83
"22257","Northeast","MetropolitanArea",25,12,"NotBlack",735.99
"22258","West","MetropolitanArea",23,12,"NotBlack",462.96
"22259","West","MetropolitanArea",15,18,"NotBlack",740.74
"22260","Midwest","MetropolitanArea",12,12,"Black",688.51
"22261","Midwest","MetropolitanArea",34,12,"NotBlack",546.06
"22262","South","NotMetropolitanArea",24,14,"NotBlack",474.83
"22263","Midwest","MetropolitanArea",0,15,"NotBlack",213.68
"22264","Midwest","MetropolitanArea",14,18,"NotBlack",925.93
"22265","Midwest","MetropolitanArea",42,14,"NotBlack",1068.38
"22266","Northeast","NotMetropolitanArea",8,14,"NotBlack",436.59
"22267","South","MetropolitanArea",18,12,"NotBlack",521.26
"22268","Midwest","NotMetropolitanArea",5,12,"NotBlack",364.67
"22269","Midwest","NotMetropolitanArea",51,8,"NotBlack",345.68
"22270","Midwest","MetropolitanArea",39,15,"NotBlack",712.25
"22271","West","MetropolitanArea",10,12,"NotBlack",593.54
"22272","Midwest","MetropolitanArea",17,17,"NotBlack",1187.08
"22273","West","MetropolitanArea",13,13,"Black",284.59
"22274","Northeast","MetropolitanArea",10,16,"NotBlack",788.22
"22275","Northeast","MetropolitanArea",3,18,"NotBlack",629.15
"22276","South","NotMetropolitanArea",30,5,"NotBlack",543.89
"22277","South","MetropolitanArea",16,17,"NotBlack",1471.98
"22278","South","MetropolitanArea",19,9,"NotBlack",308.64
"22279","West","MetropolitanArea",7,11,"NotBlack",243.11
"22280","West","MetropolitanArea",10,12,"NotBlack",341.32
"22281","West","MetropolitanArea",8,13,"NotBlack",356.13
"22282","South","NotMetropolitanArea",19,14,"NotBlack",783.48
"22283","West","MetropolitanArea",16,15,"NotBlack",474.83
"22284","Midwest","MetropolitanArea",35,18,"NotBlack",996.89
"22285","West","NotMetropolitanArea",14,12,"NotBlack",225.55
"22286","Northeast","MetropolitanArea",24,12,"NotBlack",807.22
"22287","Northeast","MetropolitanArea",4,15,"NotBlack",688.51
"22288","Northeast","MetropolitanArea",11,10,"NotBlack",593.54
"22289","West","MetropolitanArea",12,17,"NotBlack",902.18
"22290","South","MetropolitanArea",13,14,"NotBlack",740.74
"22291","West","MetropolitanArea",12,17,"NotBlack",807.22
"22292","South","MetropolitanArea",0,12,"NotBlack",271.6
"22293","Midwest","MetropolitanArea",17,12,"NotBlack",427.35
"22294","South","NotMetropolitanArea",17,12,"NotBlack",783.48
"22295","South","NotMetropolitanArea",27,12,"NotBlack",546.06
"22296","Midwest","MetropolitanArea",46,12,"NotBlack",973.41
"22297","West","MetropolitanArea",37,12,"NotBlack",807.22
"22298","Midwest","MetropolitanArea",31,12,"NotBlack",1234.57
"22299","South","MetropolitanArea",30,18,"NotBlack",1360.4
"22300","Northeast","MetropolitanArea",20,18,"NotBlack",1020.89
"22301","Midwest","MetropolitanArea",9,15,"NotBlack",830.96
"22302","South","MetropolitanArea",16,12,"NotBlack",101.21
"22303","Midwest","MetropolitanArea",28,12,"NotBlack",1495.73
"22304","Midwest","MetropolitanArea",5,16,"NotBlack",712.25
"22305","Northeast","MetropolitanArea",6,12,"NotBlack",759.73
"22306","South","MetropolitanArea",18,8,"NotBlack",205.76
"22307","South","MetropolitanArea",6,12,"NotBlack",332.38
"22308","Midwest","MetropolitanArea",14,12,"NotBlack",345.8
"22309","South","MetropolitanArea",10,18,"NotBlack",712.25
"22310","South","MetropolitanArea",18,10,"NotBlack",2374.15
"22311","South","MetropolitanArea",2,10,"NotBlack",278.24
"22312","Midwest","NotMetropolitanArea",22,18,"NotBlack",952.16
"22313","Midwest","MetropolitanArea",18,16,"NotBlack",332.38
"22314","West","NotMetropolitanArea",16,18,"NotBlack",630.03
"22315","Northeast","MetropolitanArea",26,12,"NotBlack",522.32
"22316","Midwest","NotMetropolitanArea",8,12,"NotBlack",403.61
"22317","South","MetropolitanArea",14,12,"Black",332.38
"22318","Midwest","MetropolitanArea",19,12,"NotBlack",227.92
"22319","Northeast","MetropolitanArea",4,16,"NotBlack",593.54
"22320","West","MetropolitanArea",17,12,"NotBlack",694.44
"22321","Midwest","NotMetropolitanArea",16,10,"Black",261.89
"22322","Midwest","MetropolitanArea",22,11,"NotBlack",474.83
"22323","West","MetropolitanArea",14,18,"NotBlack",1157.41
"22324","South","MetropolitanArea",30,18,"NotBlack",1234.57
"22325","West","MetropolitanArea",14,12,"NotBlack",391.74
"22326","West","NotMetropolitanArea",1,12,"NotBlack",949.67
"22327","South","NotMetropolitanArea",10,14,"Black",546.06
"22328","West","NotMetropolitanArea",1,12,"NotBlack",237.42
"22329","West","NotMetropolitanArea",2,17,"NotBlack",284.9
"22330","Midwest","MetropolitanArea",22,10,"Black",243.83
"22331","Midwest","MetropolitanArea",8,14,"NotBlack",356.13
"22332","Northeast","MetropolitanArea",24,9,"Black",284.9
"22333","Northeast","MetropolitanArea",22,18,"NotBlack",1543.21
