"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"4125","Midwest","Metropolitan",28,"HighSchoolDiploma",39,"White",1250
"4126","Midwest","Metropolitan",28,"BachelorsDegree",43,"White",2711
"4127","Midwest","Not Metropolitan",60,"SomeCollegeButNoDegree",40,"White",1000
"4128","South","Not Metropolitan",20,"SomeCollegeButNoDegree",40,"White",600
"4129","South","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",306
"4130","Midwest","Not Metropolitan",30,"HighSchoolDiploma",39,"White",460
"4131","Northeast","Not Metropolitan",66,"BachelorsDegree",43,"White",2884
"4132","Midwest","Metropolitan",39,"BachelorsDegree",43,"White",2115.38
"4133","Northeast","Metropolitan",40,"BachelorsDegree",43,"Black",1284.4
"4134","Midwest","Metropolitan",46,"HighSchoolDiploma",39,"White",1039.5
"4135","South","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",1115
"4136","Midwest","Metropolitan",54,"BachelorsDegree",43,"White",673.07
"4137","Northeast","Metropolitan",25,"AssocDegAcadem",42,"Black",281.75
"4138","Midwest","Metropolitan",59,"MastersDegree",44,"White",1961.53
"4139","Northeast","Metropolitan",52,"HighSchoolDiploma",39,"White",1538.46
"4140","Midwest","Metropolitan",61,"AssocDegOccupVocat",41,"White",945
"4141","Northeast","Metropolitan",37,"BachelorsDegree",43,"White",1923.07
"4142","West","Metropolitan",51,"AssocDegOccupVocat",41,"White",880
"4143","South","Metropolitan",32,"MastersDegree",44,"White",884.61
"4144","South","Metropolitan",47,"HighSchoolDiploma",39,"Black",1040
"4145","Midwest","Metropolitan",26,"AssocDegOccupVocat",41,"White",1307.69
"4146","South","Metropolitan",58,"SomeCollegeButNoDegree",40,"White",564
"4147","West","Not Metropolitan",44,"SomeCollegeButNoDegree",40,"White",2083
"4148","South","Not Metropolitan",60,"HighSchoolDiploma",39,"White",942.3
"4149","Midwest","Metropolitan",42,"BachelorsDegree",43,"Black",720
"4150","Northeast","Metropolitan",53,"HighSchoolDiploma",39,"White",923
"4151","West","Not Identified",60,"SomeCollegeButNoDegree",40,"White",2769
"4152","West","Metropolitan",30,"MastersDegree",44,"White",1538.46
"4153","South","Metropolitan",48,"EleventhGrade",37,"Black",624
"4154","South","Not Metropolitan",50,"AssocDegOccupVocat",41,"White",530
"4155","Midwest","Metropolitan",40,"HighSchoolDiploma",39,"White",825
"4156","South","Not Metropolitan",26,"EleventhGrade",37,"White",200
"4157","Northeast","Metropolitan",63,"ProfSchoolDegree",45,"White",1750
"4158","Northeast","Metropolitan",28,"HighSchoolDiploma",39,"White",400
"4159","Northeast","Metropolitan",34,"HighSchoolDiploma",39,"White",673.07
"4160","Northeast","Metropolitan",41,"BachelorsDegree",43,"White",1846
"4161","Midwest","Not Metropolitan",47,"HighSchoolDiploma",39,"White",520
"4162","West","Metropolitan",33,"DoctorateDegree",46,"White",1730.76
"4163","South","Metropolitan",63,"BachelorsDegree",43,"White",480
"4164","West","Metropolitan",32,"AssocDegOccupVocat",41,"Black",615
"4165","Midwest","Metropolitan",60,"DoctorateDegree",46,"White",865
"4166","West","Metropolitan",60,"BachelorsDegree",43,"White",200
"4167","Northeast","Metropolitan",64,"BachelorsDegree",43,"White",2884.61
"4168","South","Metropolitan",40,"HighSchoolDiploma",39,"White",1120
"4169","South","Metropolitan",25,"AssocDegAcadem",42,"White",2250
"4170","Midwest","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",673.07
"4171","Midwest","Metropolitan",57,"BachelorsDegree",43,"White",1538
"4172","Midwest","Metropolitan",36,"MastersDegree",44,"White",807
"4173","West","Metropolitan",28,"SeventhOrEighthGrade",34,"White",560
"4174","Northeast","Metropolitan",50,"AssocDegAcadem",42,"White",760
"4175","South","Metropolitan",39,"SomeCollegeButNoDegree",40,"Black",461.53
"4176","South","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",920
"4177","Midwest","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",692
"4178","Northeast","Not Metropolitan",50,"HighSchoolDiploma",39,"White",1490
"4179","South","Not Metropolitan",28,"TwelthButNoDiploma",38,"White",1615
"4180","South","Not Metropolitan",35,"AssocDegAcadem",42,"White",750
"4181","West","Metropolitan",54,"BachelorsDegree",43,"White",1153.84
"4182","West","Not Metropolitan",44,"TwelthButNoDiploma",38,"White",800
"4183","Northeast","Metropolitan",20,"HighSchoolDiploma",39,"White",650
"4184","West","Metropolitan",48,"HighSchoolDiploma",39,"White",431.2
"4185","West","Metropolitan",40,"EleventhGrade",37,"Black",807.69
"4186","Midwest","Metropolitan",24,"HighSchoolDiploma",39,"White",440
"4187","Northeast","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",1030
"4188","South","Metropolitan",53,"BachelorsDegree",43,"Black",1250
"4189","Northeast","Metropolitan",50,"FirstSecondThirdOrFourthGrade",32,"White",1040
"4190","South","Metropolitan",47,"BachelorsDegree",43,"White",1038
"4191","Northeast","Metropolitan",35,"HighSchoolDiploma",39,"White",1953.2
"4192","South","Metropolitan",45,"BachelorsDegree",43,"White",742
"4193","South","Metropolitan",23,"BachelorsDegree",43,"White",650
"4194","Northeast","Metropolitan",52,"MastersDegree",44,"White",2884.61
"4195","South","Metropolitan",36,"BachelorsDegree",43,"White",1000
"4196","Midwest","Metropolitan",21,"SomeCollegeButNoDegree",40,"White",350
"4197","West","Not Metropolitan",43,"MastersDegree",44,"White",2250
"4198","Northeast","Metropolitan",53,"HighSchoolDiploma",39,"White",1064
"4199","West","Metropolitan",33,"SomeCollegeButNoDegree",40,"White",600
"4200","South","Metropolitan",78,"BachelorsDegree",43,"White",865.38
"4201","Midwest","Not Metropolitan",49,"HighSchoolDiploma",39,"White",460
"4202","South","Not Metropolitan",54,"DoctorateDegree",46,"White",1076.92
"4203","South","Metropolitan",37,"HighSchoolDiploma",39,"White",720
"4204","South","Metropolitan",40,"ProfSchoolDegree",45,"White",1250
"4205","Northeast","Not Metropolitan",49,"AssocDegOccupVocat",41,"White",1107.8
"4206","South","Metropolitan",45,"BachelorsDegree",43,"White",1250
"4207","Midwest","Metropolitan",43,"HighSchoolDiploma",39,"White",370
"4208","Northeast","Metropolitan",30,"BachelorsDegree",43,"White",1520
"4209","Northeast","Metropolitan",34,"ProfSchoolDegree",45,"White",980.76
"4210","South","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",550
"4211","South","Metropolitan",37,"DoctorateDegree",46,"White",1596.15
"4212","Northeast","Metropolitan",44,"HighSchoolDiploma",39,"White",560
"4213","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"White",800
"4214","South","Not Metropolitan",75,"SeventhOrEighthGrade",34,"White",320
"4215","West","Metropolitan",48,"AssocDegAcadem",42,"Black",1538.46
"4216","Midwest","Metropolitan",30,"HighSchoolDiploma",39,"White",720
"4217","West","Not Metropolitan",62,"SomeCollegeButNoDegree",40,"White",980.76
"4218","South","Metropolitan",38,"DoctorateDegree",46,"White",1923.07
"4219","South","Metropolitan",21,"HighSchoolDiploma",39,"White",461
"4220","Midwest","Not Metropolitan",21,"HighSchoolDiploma",39,"White",366.66
"4221","Midwest","Not Metropolitan",54,"TenthGrade",36,"White",640
"4222","Midwest","Not Metropolitan",46,"BachelorsDegree",43,"White",901.92
"4223","Northeast","Metropolitan",72,"MastersDegree",44,"White",1153
"4224","South","Metropolitan",37,"SomeCollegeButNoDegree",40,"White",680
"4225","West","Metropolitan",37,"MastersDegree",44,"White",2307.69
"4226","South","Not Metropolitan",26,"HighSchoolDiploma",39,"White",288.46
"4227","Northeast","Metropolitan",54,"HighSchoolDiploma",39,"White",1312
"4228","West","Metropolitan",41,"BachelorsDegree",43,"White",1211.53
"4229","South","Metropolitan",55,"BachelorsDegree",43,"White",1788
"4230","Midwest","Metropolitan",30,"HighSchoolDiploma",39,"White",384
"4231","West","Metropolitan",38,"AssocDegOccupVocat",41,"White",2115.38
"4232","Midwest","Metropolitan",37,"HighSchoolDiploma",39,"White",1923
"4233","Midwest","Metropolitan",59,"BachelorsDegree",43,"White",1400
"4234","Northeast","Not Metropolitan",43,"SomeCollegeButNoDegree",40,"White",472.5
"4235","South","Metropolitan",48,"BachelorsDegree",43,"White",1576
"4236","West","Metropolitan",28,"HighSchoolDiploma",39,"White",625
"4237","West","Metropolitan",47,"HighSchoolDiploma",39,"White",600
"4238","Northeast","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",461.53
"4239","Northeast","Metropolitan",59,"AssocDegOccupVocat",41,"Black",550
"4240","Northeast","Metropolitan",40,"SeventhOrEighthGrade",34,"White",360
"4241","South","Metropolitan",44,"SomeCollegeButNoDegree",40,"Black",262.5
"4242","Midwest","Metropolitan",30,"DoctorateDegree",46,"White",1384.61
"4243","Midwest","Not Metropolitan",21,"AssocDegOccupVocat",41,"White",508
"4244","Midwest","Metropolitan",24,"SomeCollegeButNoDegree",40,"White",298.44
"4245","Midwest","Metropolitan",61,"HighSchoolDiploma",39,"White",720
"4246","West","Metropolitan",24,"BachelorsDegree",43,"White",784
"4247","Northeast","Metropolitan",50,"EleventhGrade",37,"White",865.38
"4248","West","Metropolitan",47,"HighSchoolDiploma",39,"White",318
"4249","South","Not Metropolitan",43,"HighSchoolDiploma",39,"White",2038
"4250","West","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",923
"4251","Northeast","Not Metropolitan",30,"AssocDegOccupVocat",41,"White",769.23
"4252","Northeast","Metropolitan",34,"BachelorsDegree",43,"White",400
"4253","West","Not Metropolitan",36,"HighSchoolDiploma",39,"White",646.15
"4254","South","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",400
"4255","Midwest","Metropolitan",42,"AssocDegAcadem",42,"Black",961.53
"4256","West","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",1634.61
"4257","Northeast","Metropolitan",41,"BachelorsDegree",43,"White",538.46
"4258","West","Metropolitan",34,"SomeCollegeButNoDegree",40,"White",340
"4259","Midwest","Metropolitan",33,"MastersDegree",44,"White",1115.38
"4260","West","Metropolitan",26,"EleventhGrade",37,"White",306
"4261","West","Not Metropolitan",52,"ProfSchoolDegree",45,"White",2884.61
"4262","Midwest","Metropolitan",51,"HighSchoolDiploma",39,"White",1730.76
"4263","Midwest","Not Metropolitan",49,"NinthGrade",35,"White",500
"4264","West","Metropolitan",46,"ProfSchoolDegree",45,"White",300
"4265","Northeast","Not Metropolitan",51,"BachelorsDegree",43,"White",940
"4266","Midwest","Not Metropolitan",64,"SomeCollegeButNoDegree",40,"White",961.53
"4267","South","Metropolitan",28,"SomeCollegeButNoDegree",40,"White",625
"4268","South","Metropolitan",33,"EleventhGrade",37,"White",660
"4269","South","Metropolitan",27,"MastersDegree",44,"White",1615
"4270","West","Metropolitan",53,"AssocDegAcadem",42,"White",1384.61
"4271","South","Not Metropolitan",35,"HighSchoolDiploma",39,"White",688
"4272","Northeast","Metropolitan",58,"SomeCollegeButNoDegree",40,"White",1250
"4273","Northeast","Metropolitan",53,"TenthGrade",36,"White",288
"4274","South","Metropolitan",31,"HighSchoolDiploma",39,"White",1000
"4275","West","Metropolitan",39,"BachelorsDegree",43,"White",2076.92
"4276","Northeast","Metropolitan",39,"SomeCollegeButNoDegree",40,"Black",360
"4277","Midwest","Metropolitan",33,"HighSchoolDiploma",39,"White",1730.76
"4278","Midwest","Metropolitan",30,"TwelthButNoDiploma",38,"White",400
"4279","Northeast","Not Metropolitan",31,"HighSchoolDiploma",39,"White",570
"4280","West","Metropolitan",49,"DoctorateDegree",46,"White",2023.8
"4281","Midwest","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",922.46
"4282","South","Metropolitan",45,"BachelorsDegree",43,"White",1807.69
"4283","South","Metropolitan",52,"SomeCollegeButNoDegree",40,"White",784.61
"4284","Midwest","Not Metropolitan",33,"SomeCollegeButNoDegree",40,"White",700
"4285","South","Metropolitan",47,"HighSchoolDiploma",39,"White",480
"4286","West","Metropolitan",32,"BachelorsDegree",43,"White",1403.84
"4287","South","Metropolitan",27,"EleventhGrade",37,"Black",650
"4288","South","Metropolitan",57,"BachelorsDegree",43,"White",2884.61
"4289","South","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",923.07
"4290","South","Metropolitan",44,"BachelorsDegree",43,"Black",850
"4291","West","Metropolitan",36,"MastersDegree",44,"White",1086
"4292","Midwest","Metropolitan",31,"HighSchoolDiploma",39,"White",600
"4293","Northeast","Metropolitan",26,"AssocDegAcadem",42,"White",807
"4294","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",1057
"4295","South","Metropolitan",35,"BachelorsDegree",43,"White",492.8
"4296","Northeast","Metropolitan",45,"HighSchoolDiploma",39,"White",960
"4297","South","Metropolitan",58,"SomeCollegeButNoDegree",40,"White",400
"4298","Northeast","Not Metropolitan",52,"AssocDegAcadem",42,"White",1538.46
"4299","Northeast","Not Metropolitan",57,"TenthGrade",36,"White",770
"4300","West","Not Metropolitan",52,"FifthorSixthGrade",33,"White",480
"4301","South","Not Metropolitan",45,"SomeCollegeButNoDegree",40,"White",270
"4302","West","Metropolitan",37,"HighSchoolDiploma",39,"White",1653.84
"4303","Midwest","Metropolitan",16,"HighSchoolDiploma",39,"White",297.5
"4304","South","Metropolitan",48,"AssocDegAcadem",42,"White",851
"4305","West","Metropolitan",40,"TwelthButNoDiploma",38,"White",350
"4306","South","Metropolitan",55,"AssocDegOccupVocat",41,"White",960
"4307","South","Metropolitan",43,"SomeCollegeButNoDegree",40,"White",1730.76
"4308","Midwest","Metropolitan",41,"MastersDegree",44,"White",276.92
"4309","Northeast","Metropolitan",33,"BachelorsDegree",43,"White",1384.61
"4310","Midwest","Not Metropolitan",61,"HighSchoolDiploma",39,"White",920
"4311","West","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",1153.84
"4312","West","Not Metropolitan",55,"AssocDegOccupVocat",41,"White",2000
"4313","Midwest","Metropolitan",47,"BachelorsDegree",43,"White",2884.61
"4314","West","Metropolitan",33,"BachelorsDegree",43,"White",1442.3
"4315","South","Not Metropolitan",50,"MastersDegree",44,"White",2307
"4316","Midwest","Not Metropolitan",45,"BachelorsDegree",43,"White",1605.5
"4317","South","Metropolitan",24,"BachelorsDegree",43,"White",400
"4318","West","Not Metropolitan",36,"DoctorateDegree",46,"White",1076.92
"4319","Northeast","Metropolitan",44,"BachelorsDegree",43,"White",1750
"4320","Northeast","Metropolitan",51,"HighSchoolDiploma",39,"White",656
"4321","West","Metropolitan",58,"HighSchoolDiploma",39,"White",1015
"4322","Northeast","Not Metropolitan",38,"AssocDegOccupVocat",41,"White",1212
"4323","South","Metropolitan",38,"HighSchoolDiploma",39,"White",1840
"4324","West","Metropolitan",57,"DoctorateDegree",46,"White",1596
"4325","Midwest","Not Metropolitan",54,"SomeCollegeButNoDegree",40,"White",1088.16
"4326","South","Metropolitan",50,"BachelorsDegree",43,"Black",2750
"4327","South","Metropolitan",55,"HighSchoolDiploma",39,"Black",360
"4328","Northeast","Metropolitan",26,"FifthorSixthGrade",33,"White",288.75
"4329","South","Not Metropolitan",38,"SomeCollegeButNoDegree",40,"White",538.46
"4330","West","Metropolitan",54,"BachelorsDegree",43,"White",480
"4331","South","Metropolitan",33,"EleventhGrade",37,"White",1394.23
"4332","Midwest","Metropolitan",37,"AssocDegAcadem",42,"White",680
"4333","South","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",442.3
"4334","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",576.92
"4335","West","Metropolitan",43,"BachelorsDegree",43,"White",1280
"4336","Midwest","Metropolitan",56,"BachelorsDegree",43,"White",1926.92
"4337","Northeast","Metropolitan",57,"AssocDegAcadem",42,"White",1004.5
"4338","South","Not Metropolitan",29,"HighSchoolDiploma",39,"White",517.6
"4339","South","Not Metropolitan",55,"HighSchoolDiploma",39,"White",300
"4340","South","Metropolitan",50,"AssocDegAcadem",42,"White",1000
"4341","Northeast","Not Metropolitan",32,"HighSchoolDiploma",39,"White",700
"4342","South","Not Metropolitan",59,"HighSchoolDiploma",39,"White",720
"4343","South","Metropolitan",25,"BachelorsDegree",43,"White",1153.84
"4344","South","Not Metropolitan",30,"BachelorsDegree",43,"White",1250
"4345","South","Metropolitan",38,"ProfSchoolDegree",45,"White",769
"4346","Midwest","Not Metropolitan",37,"HighSchoolDiploma",39,"White",754
"4347","Northeast","Metropolitan",29,"TwelthButNoDiploma",38,"White",700
"4348","Northeast","Metropolitan",57,"AssocDegAcadem",42,"White",2884.61
"4349","Midwest","Metropolitan",52,"BachelorsDegree",43,"White",1538.46
"4350","Midwest","Metropolitan",28,"HighSchoolDiploma",39,"White",680
"4351","Northeast","Not Metropolitan",55,"BachelorsDegree",43,"White",2884.61
"4352","South","Metropolitan",33,"HighSchoolDiploma",39,"Black",400
"4353","Northeast","Metropolitan",59,"AssocDegAcadem",42,"White",800
"4354","South","Metropolitan",52,"SomeCollegeButNoDegree",40,"White",1153
"4355","South","Metropolitan",44,"TwelthButNoDiploma",38,"White",540
"4356","Midwest","Metropolitan",59,"HighSchoolDiploma",39,"White",673.07
"4357","South","Metropolitan",41,"BachelorsDegree",43,"White",1107.69
"4358","South","Metropolitan",53,"BachelorsDegree",43,"White",1461
"4359","Midwest","Not Metropolitan",41,"BachelorsDegree",43,"White",1476
"4360","West","Not Metropolitan",52,"HighSchoolDiploma",39,"White",1213.3
"4361","West","Not Metropolitan",58,"BachelorsDegree",43,"White",1680.46
"4362","Midwest","Metropolitan",60,"MastersDegree",44,"White",1365
"4363","West","Metropolitan",50,"BachelorsDegree",43,"White",1500
"4364","Northeast","Metropolitan",31,"HighSchoolDiploma",39,"Black",253.75
"4365","Midwest","Metropolitan",60,"HighSchoolDiploma",39,"White",720
"4366","South","Metropolitan",62,"BachelorsDegree",43,"White",673.07
"4367","West","Metropolitan",24,"BachelorsDegree",43,"White",504
